# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "gene_id" "-O" "-s" "2" "-J" "-R" "BAM" "-M" "--fraction" "-G" "data/00ref/Bpertusis_tohamaI.fna" "-T" "16" "-a" "data/00ref/Bpertusis_tohamaI.gtf" "-o" "results/05counts/read_counts" "results/03map_reads/JK-9534_2_10.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_11.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_12.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_13.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_14.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_15.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_16.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_17.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_18.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_19.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_1.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_20.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_21.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_22.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_23.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_24.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_25.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_26.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_27.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_28.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_29.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_2.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_30.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_31.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_32.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_33.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_34.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_35.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_36.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_3.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_4.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_5.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_6.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_7.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_8.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_9.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/03map_reads/JK-9534_2_10.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_11.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_12.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_13.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_14.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_15.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_16.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_17.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_18.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_19.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_1.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_20.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_21.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_22.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_23.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_24.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_25.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_26.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_27.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_28.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_29.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_2.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_30.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_31.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_32.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_33.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_34.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_35.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_36.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_3.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_4.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_5.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_6.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_7.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_8.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_9.Aligned.sortedByCoord.out.bam
BP_RS17175	NC_002929.2	3624028	3625617	+	1590	596.34	606.02	938.14	833.76	453.23	485.80	418.75	257.44	641.52	735.48	400.10	617.72	615.65	774.08	696.71	410.07	887.40	888.16	705.31	556.37	666.67	407.90	321.11	810.94	658.49	522.95	605.04	487.99	443.95	258.44	601.87	448.78	507.49	569.10	866.87	574.65
BP_RS17180	NC_002929.2	3625617	3626165	+	549	373.39	460.78	688.68	670.15	417.80	358.28	364.12	197.16	472.51	559.45	229.81	572.17	459.83	638.35	520.43	313.70	731.44	712.38	532.91	496.12	504.60	231.20	245.95	760.89	515.05	499.86	495.56	459.87	413.17	129.41	399.16	288.99	341.04	377.90	515.49	403.35
BP_RS17185	NC_002929.2	3626246	3626818	+	573	339.22	383.29	438.52	465.73	276.51	293.53	293.78	199.50	346.10	405.31	224.28	372.69	297.50	573.21	451.56	285.41	478.41	462.32	361.58	365.66	467.38	197.51	185.43	480.88	340.68	300.77	385.51	296.74	278.59	107.57	362.24	246.59	251.89	262.28	412.89	315.07
BP_RS17190	NC_002929.2	3626837	3627748	-	912	368.50	327.42	492.75	328.07	265.82	276.95	280.16	214.37	488.55	300.17	223.20	260.54	235.67	625.81	464.03	347.36	479.73	451.88	495.69	390.77	396.04	297.89	267.43	374.86	364.07	305.78	522.49	396.50	342.39	120.49	400.46	323.56	327.79	317.95	501.28	309.89
BP_RS17195	NC_002929.2	3627822	3628790	-	969	233.60	177.08	285.75	225.51	129.49	165.10	141.02	78.43	234.52	156.28	95.07	146.43	143.59	296.86	262.13	142.48	241.19	231.13	188.43	191.68	255.66	110.30	115.66	255.06	166.05	139.59	265.54	210.27	177.45	46.73	204.81	158.00	154.93	157.16	237.61	146.32
BP_RS17200	NC_002929.2	3628913	3629986	+	1074	666.30	510.53	824.43	507.47	340.24	438.33	444.01	301.01	702.85	428.08	232.84	407.86	338.87	856.84	700.74	516.31	544.05	553.94	528.55	642.60	762.36	329.30	454.89	577.06	410.90	342.07	704.75	621.62	536.69	148.53	597.55	465.66	484.06	335.76	499.48	357.32
BP_RS17205	NC_002929.2	3629991	3631811	-	1821	1416.53	926.90	1411.94	1730.69	907.47	962.01	1057.41	448.80	1519.33	1331.52	588.02	1082.16	885.94	2001.90	1589.38	934.43	1579.04	1443.02	1251.63	1713.70	1671.80	644.50	870.76	1787.03	926.43	1137.38	1799.69	1243.06	1149.70	273.88	1189.53	881.85	948.94	940.75	1077.41	1091.43
BP_RS17210	NC_002929.2	3631888	3632838	-	951	1.71	1.15	4.64	1.60	2.14	0.58	0.95	0.38	1.43	1.36	1.24	0.42	0.78	2.06	2.32	2.10	1.90	2.52	1.96	5.45	3.47	0.29	0.79	2.49	2.09	0.94	2.87	0.83	0.93	0.33	3.90	1.94	1.58	2.45	3.13	4.94
BP_RS20260	NC_002929.2	3632927	3633262	+	336	37.68	28.73	44.55	24.49	24.37	19.75	35.53	24.67	46.49	28.92	18.14	22.28	17.98	69.86	46.05	40.69	51.07	76.81	56.21	35.04	41.05	24.33	35.46	24.17	39.48	38.64	41.75	31.42	35.94	5.50	26.52	26.77	18.65	30.58	39.06	24.25
BP_RS17220	NC_002929.2	3633396	3634046	+	651	390.49	352.75	505.22	458.11	246.12	307.93	290.46	104.71	322.34	443.33	210.08	461.34	258.54	464.39	528.25	172.43	616.65	578.53	417.43	421.26	476.50	231.67	227.37	609.83	330.52	358.80	422.44	447.33	288.42	107.95	334.53	225.75	249.61	281.29	359.06	310.12
BP_RS17225	NC_002929.2	3634068	3635486	-	1419	29.14	10.86	42.25	39.00	15.80	25.43	26.60	9.63	25.08	26.86	13.13	34.44	23.18	51.33	47.68	14.05	36.78	41.93	29.46	44.31	35.49	11.97	16.62	27.29	29.22	19.84	38.13	28.22	25.61	5.12	25.11	17.38	16.85	22.43	35.05	25.71
BP_RS17230	NC_002929.2	3635556	3636329	-	774	20.61	14.17	25.07	24.76	20.03	11.16	28.12	10.98	28.42	15.59	6.16	18.28	20.37	33.26	18.20	10.87	21.91	18.89	20.23	17.82	17.97	9.45	11.23	28.07	16.65	11.97	25.23	18.22	19.94	4.94	14.71	9.08	18.45	7.77	13.17	9.23
BP_RS17235	NC_002929.2	3636319	3637038	+	720	24.00	19.83	36.62	23.08	13.52	20.50	16.40	8.34	25.36	9.05	8.14	18.28	18.50	27.02	14.28	9.83	28.72	21.27	17.10	20.27	21.02	8.09	7.37	20.87	17.68	11.81	17.79	15.69	10.39	3.39	28.84	15.08	20.31	11.08	16.26	16.67
BP_RS17240	NC_002929.2	3637049	3637930	+	882	8.95	10.93	19.80	16.26	14.58	10.58	18.95	3.36	13.83	12.49	5.44	3.13	16.82	13.85	12.31	5.32	11.13	10.75	6.83	15.01	6.66	3.57	8.26	14.28	9.24	6.38	14.71	7.54	10.03	2.34	17.84	5.69	12.59	8.05	7.28	9.83
BP_RS17245	NC_002929.2	3637947	3638654	+	708	13.63	18.24	26.43	35.82	22.27	18.51	17.94	4.94	16.15	17.53	12.81	17.03	11.98	26.30	19.76	5.70	38.35	17.43	16.86	23.23	24.41	5.86	12.22	23.00	17.98	6.58	18.00	11.10	20.33	2.30	15.89	10.38	9.79	13.00	17.81	14.34
BP_RS17250	NC_002929.2	3638657	3639415	+	759	7.39	8.24	19.12	9.22	22.56	18.49	13.29	7.31	15.15	8.96	2.50	6.34	15.27	16.84	16.63	7.54	9.96	8.66	22.24	10.41	12.54	10.92	5.60	21.67	10.30	7.34	9.41	13.62	8.64	0.42	5.44	16.00	9.72	8.16	10.22	8.53
BP_RS17255	NC_002929.2	3639625	3641367	+	1743	450.71	341.62	467.37	394.17	217.77	291.06	260.61	149.09	578.48	297.98	230.63	340.88	247.78	717.47	417.80	270.55	493.55	401.12	497.67	330.54	441.48	321.33	212.31	513.34	421.09	269.74	527.93	307.09	307.16	115.00	445.96	342.23	345.23	356.38	339.31	520.02
BP_RS17260	NC_002929.2	3641360	3641884	+	525	59.15	61.86	77.56	46.73	30.85	29.39	34.20	23.70	78.27	29.21	45.54	29.78	47.20	89.00	55.43	37.58	52.09	52.35	67.62	55.01	52.54	51.00	23.76	71.52	58.91	32.93	62.95	37.19	34.27	26.49	91.18	71.50	62.21	81.14	59.68	101.32
BP_RS17265	NC_002929.2	3641924	3642718	-	795	524.76	457.09	744.16	1637.93	545.46	1108.21	548.05	431.60	1120.16	1432.80	690.66	1161.29	954.29	1570.00	1012.46	802.90	1707.45	1754.34	2039.37	1032.57	1140.04	816.13	532.27	2245.07	2305.75	1845.31	1126.35	881.57	706.20	357.79	621.20	474.54	533.57	1079.91	1476.30	1161.31
BP_RS17270	NC_002929.2	3642886	3643959	+	1074	104.36	88.98	150.66	108.63	93.81	116.04	71.74	65.06	111.46	95.64	74.84	106.98	100.49	163.46	133.04	103.57	154.17	137.29	136.75	103.25	118.45	83.54	58.94	176.93	137.21	119.16	119.38	78.41	102.06	45.75	129.60	89.48	82.59	105.48	148.48	108.49
BP_RS17275	NC_002929.2	3644058	3645008	+	951	7.87	11.40	13.62	14.89	9.67	12.05	14.58	4.94	8.29	7.57	8.21	5.94	9.14	22.92	11.80	4.34	12.87	10.30	13.20	12.49	12.30	7.13	6.70	14.52	8.95	6.92	12.47	7.41	9.64	2.92	11.54	10.14	12.62	11.63	14.54	13.49
BP_RS17280	NC_002929.2	3645064	3645876	+	813	70.82	35.86	75.07	95.88	62.06	66.72	59.26	27.39	82.68	78.45	66.61	72.92	77.50	82.01	76.36	54.50	111.53	138.25	103.47	71.39	71.14	72.18	34.45	99.89	122.63	87.98	71.73	64.31	66.72	18.36	60.96	40.77	56.89	81.08	107.92	113.01
BP_RS17285	NC_002929.2	3646035	3646883	+	849	357.86	338.52	578.67	428.35	337.46	352.18	247.95	171.29	404.34	370.70	226.65	386.54	330.49	516.97	382.89	245.63	600.64	512.06	403.59	357.20	412.55	236.79	212.95	452.07	353.04	362.75	444.35	340.23	285.56	93.13	384.00	320.22	273.51	348.34	403.96	304.17
BP_RS17290	NC_002929.2	3647084	3651478	+	4395	258.03	266.15	432.83	773.68	713.60	685.51	229.51	127.26	240.38	703.21	605.48	735.91	557.84	386.70	260.51	196.05	990.61	1125.31	909.47	279.81	338.10	674.43	205.42	1028.73	813.24	743.35	373.60	379.23	297.13	284.93	295.53	214.49	206.86	761.21	1056.38	812.67
BP_RS17295	NC_002929.2	3651572	3652549	-	978	453.75	252.45	533.15	98.97	80.20	59.25	363.11	257.07	571.91	92.34	101.47	91.38	57.62	714.62	553.67	357.04	111.21	199.93	135.13	515.93	554.89	91.81	319.56	141.78	102.77	126.50	658.70	511.39	478.55	28.99	291.80	350.72	388.45	75.17	150.02	72.32
BP_RS17300	NC_002929.2	3652936	3653514	+	579	402.83	773.94	1296.55	1095.33	547.58	379.76	277.14	309.07	247.94	965.69	369.92	698.97	558.57	373.44	393.78	179.33	883.75	704.62	406.93	622.09	521.47	261.75	217.04	525.17	433.33	352.66	229.72	263.59	315.24	183.65	963.91	254.65	263.49	398.46	561.51	306.81
BP_RS17305	NC_002929.2	3653662	3654711	-	1050	400.83	429.43	625.95	469.64	290.42	312.57	291.12	185.43	462.82	422.35	276.75	404.09	366.02	506.23	444.73	368.24	482.44	488.81	386.53	432.97	441.63	271.72	247.53	528.88	321.08	336.84	400.29	369.46	297.45	153.94	436.35	346.61	322.41	350.66	450.70	378.23
BP_RS17310	NC_002929.2	3654752	3655486	-	735	808.84	669.09	1091.93	487.48	393.37	383.71	376.49	244.16	602.82	407.38	370.34	375.39	415.26	829.39	591.78	425.00	606.55	588.35	600.75	547.29	651.64	443.46	327.54	527.46	472.18	419.01	617.60	517.04	461.50	197.66	782.00	608.31	616.16	512.85	796.60	585.47
BP_RS17315	NC_002929.2	3655514	3656276	-	763	313.18	203.81	368.33	274.58	170.72	208.13	271.59	126.71	505.91	234.64	102.40	216.47	174.45	510.14	503.64	271.22	261.68	321.56	291.47	376.66	429.12	142.58	243.30	289.06	232.77	200.47	474.75	403.18	320.62	69.67	236.49	227.13	225.53	157.39	259.38	211.19
BP_RS17320	NC_002929.2	3656281	3656862	-	582	144.62	115.93	165.41	142.65	94.23	124.17	114.08	84.20	148.13	140.63	95.57	131.58	87.78	201.88	194.30	103.87	160.07	161.20	142.58	159.79	146.37	93.52	81.29	150.10	107.42	97.73	195.50	131.47	99.20	45.95	135.82	117.60	105.22	128.17	146.71	135.85
BP_RS17325	NC_002929.2	3656859	3657752	-	894	33.19	45.95	60.98	42.51	29.50	22.65	44.62	13.69	37.34	24.42	12.19	17.87	32.41	51.83	28.65	15.14	42.37	36.26	20.90	32.74	31.88	20.95	18.24	48.10	32.72	20.42	37.58	17.67	28.84	4.64	46.84	30.44	32.68	26.56	20.47	13.95
BP_RS17330	NC_002929.2	3657886	3658287	+	402	9.31	5.37	17.93	7.51	9.51	14.74	10.20	4.11	18.45	19.28	4.17	10.45	8	14.46	16.70	4.81	16.72	11.98	13.30	24.12	17.69	3.89	3.62	18.29	15.16	4.39	8.29	9.97	16.12	1.25	24.58	5.73	5.12	4.66	11.62	7.52
BP_RS17335	NC_002929.2	3658305	3658907	-	603	335.21	368.07	591.24	508.58	253.11	274.42	232.30	260.50	337.73	423.77	174.76	385.77	370.69	492.66	368.23	247.81	418.97	398.10	327.34	389.48	458.35	191.65	205.46	495.40	247.35	243.27	389.26	334.23	278.78	124.88	432.76	306.36	284.85	292.86	388.90	273.16
BP_RS17340	NC_002929.2	3658965	3659348	-	384	113.16	129.71	251.60	162.15	55.22	60.79	53.90	41.95	81.72	98.05	88.83	73.69	81.64	104.91	64.64	62.64	95.94	73.33	77.05	96.68	99.25	67.65	58.69	94.88	59.27	44.63	94.34	72.32	81.44	68.15	244.11	94.97	117.39	134.98	92.26	122.49
BP_RS17345	NC_002929.2	3659461	3659534	-	74	149713.57	111223.97	199306.62	266175.39	131060.83	109805.26	167970.74	6228.79	144251.71	177816.71	49681.27	151379.17	75097.18	281511.58	210381.90	21901.39	245268.20	190770.02	115305.90	168209.68	260516.07	42618.09	72915.03	168294.38	158666.31	54723.25	209411.90	112636.29	204588.81	14734.79	95750.80	67004.36	86116.39	104756.42	137886.83	94216.57
BP_RS17350	NC_002929.2	3659595	3659670	-	76	965395.73	767606.72	1348877.16	2253609.83	1223148.00	955433.08	1280393.03	64179.77	1055837.81	1696488.69	357835.64	1491562.99	663800.71	1924003.89	1602651.40	140121.75	2241891.73	1764049.59	1061757.35	1398024.03	2143476.64	323858.03	595780.51	1630743.83	943009.44	505925.47	1752991.22	1199766.85	1414064.43	110809.76	680625.52	457021.79	580179.40	663862.01	654339.54	946052.93
BP_RS17355	NC_002929.2	3659793	3660050	-	258	7.83	8.09	15.17	9.62	4.83	4	5.86	3.50	2.22	10.54	4.28	4.55	3.58	6.74	5.25	2.37	5.77	7	8.62	10.18	6.24	7.50	4.59	11.64	1.42	12.50	7.32	7.87	4.28	1.10	12.70	8.90	8.42	7	3.25	7.36
BP_RS17360	NC_002929.2	3660047	3660997	-	951	7.93	6.52	14.98	9.54	6.11	8.52	13.32	1.88	10.35	11.86	3.62	3.34	5.24	25.56	21.63	1.10	8.93	6.47	12.04	18.09	11.53	4.95	5.18	6.04	7.96	5.13	12.02	9.63	16.92	0.14	10.02	8.39	8.44	9.25	5.21	5.48
BP_RS17365	NC_002929.2	3661146	3661856	-	711	543.84	534.15	918.91	570.20	453.08	427.96	374.97	280.68	569.23	541.59	412.83	492.81	481.54	682.61	561.90	407.88	737.78	624.56	547.58	529.40	585.32	364.26	315.28	552.11	485.82	446.31	468.91	493.43	372.94	231.39	725.58	463.30	504.20	482.13	656.57	482.86
BP_RS17370	NC_002929.2	3661928	3663589	-	1662	33.17	29.43	66.89	61.96	35.39	51.47	47.29	28.89	56.94	38.83	21.73	36.91	42.51	77.54	77.61	42.92	47.20	50.52	28.26	82.36	62.84	19.44	40.89	71.60	36.48	34.69	62.78	85.85	58.67	12.30	39.49	28.73	38.33	25.47	48.29	28.39
BP_RS17375	NC_002929.2	3663664	3664629	-	966	30.93	29.66	53.87	45.75	22.25	20.56	39.22	17.46	43.30	25.74	18.93	27.62	22.59	60.77	63.05	38.19	36.97	26.58	21.81	42.24	41.25	17.87	18.81	28.33	35.59	26.57	43.35	42.15	58.85	7.66	35.18	23.24	26.96	23.65	33.21	23.41
BP_RS17380	NC_002929.2	3664684	3665592	-	909	33.58	31.92	65.96	54.62	37.44	28.26	39.43	21.26	41.19	36.65	22.49	33.74	35.81	51.69	48.03	20.56	46.54	53.44	40.65	39.14	45.57	18.57	36.84	34.95	27.12	23.89	45.53	38.56	52.53	6.59	34.41	35.10	25.83	23.21	40.78	26.37
BP_RS17385	NC_002929.2	3665898	3668186	-	2289	482.25	487.18	711.15	632.57	458.15	434.04	414.06	378.73	534.57	549.51	283.06	480.08	433.73	702.99	590.76	471.15	649.72	679.34	524.02	547.56	584.78	289.57	304.04	575.17	501.10	428.74	593.39	530.67	403.81	144.16	502.87	382.79	378.36	370.35	595.67	384.22
BP_RS17390	NC_002929.2	3668328	3669299	+	972	57.02	49.02	89.69	64.24	35.55	44.78	50.54	31.62	71.27	44.88	17.31	37.87	47.34	90.80	88.06	47.43	53.31	58.50	41.89	80.45	88.53	27.26	53.56	61.09	40.61	28.27	89.17	78.30	60.01	7.14	65.27	47.67	45.56	23.80	49.46	28.66
BP_RS17395	NC_002929.2	3669551	3670492	+	942	21.66	43.02	46.98	65.91	34.02	35.81	26.37	16.69	43.77	37.42	20.97	38.04	29.71	62.96	58.34	16.21	48.41	50.25	25.80	41.57	47.82	29.78	23.61	55.15	33.14	30.67	49.16	46.08	41.58	12.38	45.86	31.85	43.20	34.96	36.55	38.30
BP_RS17400	NC_002929.2	3670492	3671325	+	834	35.59	31.58	51.20	58.73	36.60	41.75	31.28	13.67	33.57	42.72	23.89	41.43	37.87	61.74	42.58	21.48	52.42	51.27	39.34	32.48	45.77	27.78	18.18	44.29	37.86	28.12	35.75	37.27	43.87	12.29	20.89	25.27	25.09	36.39	51.64	41.31
BP_RS17405	NC_002929.2	3671329	3673179	+	1851	56.35	54.61	64.72	80.99	51.69	59.83	54.85	16.64	67.05	40.90	41.09	62.85	54.96	84.43	75.98	40.14	82.77	82.94	74.32	60.27	60.52	40.13	34.98	70.73	59.63	64.38	64.63	51.38	51.87	17.96	41.93	42.23	47.48	68.98	71.82	50.89
BP_RS20265	NC_002929.2	3673248	3674102	+	855	37.04	39.83	41.13	33.82	40.25	42.16	40.95	12.89	43.99	45.28	25.73	35.30	20.70	71.74	61.42	40.57	52.82	52.33	45.34	59.04	51.00	32.27	22.80	55.22	48.08	32.82	57.71	49.18	45.76	14.71	31.10	39.40	44.46	30.99	50.85	35.87
BP_RS20270	NC_002929.2	3674108	3674869	+	762	23.51	22.29	32.05	22.09	25.53	16.13	26.93	5.53	26.23	24.14	20.43	17.45	19.70	43.63	26.74	16.92	17.05	42.40	24.86	16.19	24.04	23.21	15.32	33.92	28.38	23.70	19.98	21.81	18.56	9.83	19.09	27.44	21.27	18.96	42.93	36.96
BP_RS17415	NC_002929.2	3674859	3676394	+	1536	43.98	49.14	51.97	77.33	39.40	50.36	45.34	14.82	56.23	44.26	38.38	47.51	38.18	63.21	70.05	39.83	48.66	41.27	58.67	45.93	50.70	30.28	33.47	54.37	61.31	35.71	69.20	44.27	43.34	20.85	53.23	36.96	45.56	45.87	53.29	59.13
BP_RS17420	NC_002929.2	3676488	3677429	-	942	56.68	36.25	108.97	75.25	54.37	40.35	49.36	23.23	65.43	53.63	21.00	26.96	31.68	73.28	69.52	36.19	73.64	52.58	54.05	57.74	91.82	30.40	19.76	52.46	61.97	32.08	80.91	41.10	68.62	9.85	51.58	43.99	61.39	40.90	38.10	40.88
BP_RS17425	NC_002929.2	3677594	3678340	+	747	272.93	328.09	518.56	331.60	240.29	203.48	303.93	296.10	336.17	287.21	106.02	269.38	187.06	491.99	402.48	300.57	397.85	347.58	267.84	446.97	438.07	99.49	257.96	316.82	287.56	307.91	411.74	406.17	350.53	41.68	315.44	194.31	232.80	137.98	192.15	158.76
BP_RS17430	NC_002929.2	3678402	3678908	-	507	73.27	74.71	123.79	94.69	80.35	58.20	66.63	30.73	86.05	74.04	39.76	68.45	75.73	109.06	101.16	44.75	89.30	111.60	72.89	75.59	66.89	58.12	42.60	82.88	102.42	73.27	88.73	62.14	67.11	22.62	83.57	73.07	71.45	70.80	104.96	76.76
BP_RS17435	NC_002929.2	3678905	3679243	-	339	80.84	62.06	138.73	128.31	57.12	49.38	61.70	37.71	82.35	64.74	50.57	94.14	68.44	81.50	75.15	53.54	116.48	98.65	98.42	74.74	51.76	52.62	43.68	85.94	71.53	81.02	80.63	67.71	43.24	32.50	97.20	60.74	70.18	72.91	110.68	70.80
BP_RS17440	NC_002929.2	3679672	3682191	+	2520	905.73	876.09	1362.42	1184.09	703.93	668.82	715.09	478.20	1042.32	1019.85	444.58	903.88	785.56	1220.40	1011.28	706.92	1179.35	1125.92	870.07	985.29	1138.81	473.72	596.58	1055.62	842.06	825.33	1123.06	947.54	822.50	285.21	1015.97	727.91	717.40	698.46	974.49	679.89
BP_RS17445	NC_002929.2	3682188	3682574	+	387	188.83	234.43	296.56	321.17	204.90	155.13	163.30	164.50	291.80	227.60	149.92	239.91	209.58	319.41	248.39	183.21	300.24	320.40	202.21	256.35	250.81	134.14	172.37	263.40	201.60	217.68	292.45	215.73	208.50	85	232.55	163.78	169.18	169.77	230.34	183.12
BP_RS17450	NC_002929.2	3682582	3683715	-	1134	522.59	474.98	785.83	566.02	384.48	403.67	375.17	293.89	734.94	547.20	262.31	511.05	529.44	761.83	679.32	468.49	723.65	723.75	538.61	568.81	705.52	259.54	318.42	707.32	501.86	468.42	575.98	480.42	401.20	125.09	560.74	487.17	361.12	395.42	583.72	352.30
BP_RS17455	NC_002929.2	3683779	3684030	-	252	115.21	154.70	253.92	153.53	84.08	126.74	90.78	51.12	99.83	103.70	89.00	117.16	93.56	138.14	128.93	52	150.58	101.62	109.81	132.13	105.67	81.56	57.20	101.86	94.52	79.25	111.58	93.32	72.62	61.50	179.96	112.08	106.75	118.62	131.25	129.82
BP_RS17460	NC_002929.2	3684085	3684594	-	510	255.49	321.36	421.72	356.71	292.06	263.41	183.03	151.70	312.23	358.51	190.22	301.35	221.54	349.23	290.96	170.52	464.45	404.00	302.26	282.57	309.33	211.25	163.43	376.72	302.06	313.47	295.52	217.76	211.40	81.60	402.25	260.52	242.44	239.12	329.91	279.23
BP_RS17465	NC_002929.2	3684615	3685235	-	621	118.04	145.12	182.42	130.72	85.04	84.83	100.63	86.50	154.73	105.68	73.94	88.78	102.05	165.96	134.97	118.38	143.18	158.43	131.19	110.26	142.57	71.66	61.67	137.79	121.06	90.79	130.30	83.56	96.07	43.72	141.01	123.40	109.63	86.27	140.92	101.35
BP_RS17470	NC_002929.2	3685311	3686414	+	1104	749.98	668.81	1114.30	737.58	546.00	629.46	545.17	406.58	816.67	683.23	380.15	669.57	627.05	1019.67	851.66	568.20	931.14	933.19	744.23	811.65	894.14	381.88	433.16	759.69	609.47	656.76	774.30	810.32	638.94	192.05	717.38	602.14	513.76	481.23	788.55	542.45
BP_RS17475	NC_002929.2	3686461	3688059	-	1599	189.86	150.84	256.20	190.87	122.35	118.70	135.66	74.00	228.13	143.45	109.20	138.92	126.25	246.39	223.33	132.78	217.04	211.09	164.82	184.78	202.29	96.02	116.58	224.38	133.47	121.04	194.80	190.99	125.67	55.44	162.13	139.83	118.19	100.91	172.05	129.70
BP_RS17480	NC_002929.2	3688242	3689063	-	822	148.48	61.02	126.39	52.09	38.63	41.24	129.75	31.69	180.25	52.76	29.21	42.03	27.97	234.69	145.19	95.04	51.41	64.44	52.77	106.61	111.74	28.63	48.79	74.39	42.34	44.71	168.26	99.19	91.71	11.02	47.30	102.84	93.15	36.81	53.20	45.61
BP_RS17485	NC_002929.2	3689060	3689950	-	891	126.98	76.62	115.96	42.18	23.26	23.64	132.93	41.01	196.00	16.57	19.22	19.82	19.29	223.12	194.59	107.87	41.50	49.00	40.51	94.19	109.44	24.26	48.17	53.08	33.32	36.65	172.47	89.35	88.71	7.43	66.68	125.51	121.30	37.03	34.65	32.66
